"Program","Year","Period","Week.Ending","Geo.Level","State","State.ANSI","Ag.District","Ag.District.Code","County","County.ANSI","Zip.Code","Region","watershed_code","Watershed","Commodity","Data.Item","Domain","type","name","code","Value","CV...."
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(OXATHIAPIPROLIN = 128111)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(CYCLANILIPROLE = 26202)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(PERMETHRIN = 109701)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL","OTHER","(ISARIA FUMOSOROSEA STRAIN FE 9901 = 115003)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(OXATHIAPIPROLIN = 128111)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(CYCLANILIPROLE = 26202)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(PERMETHRIN = 109701)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","CHEMICAL","OTHER","(ISARIA FUMOSOROSEA STRAIN FE 9901 = 115003)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(AZOXYSTROBIN = 128810)",3300,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(BACILLUS SUBTILIS = 6479)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(BLAD = 30006)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(BORAX DECAHYDRATE = 11102)",2800,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(BOSCALID = 128008)",6600,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(BT SUBSP KURSTAKI EVB-113-19 = 6544)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(CAPTAN = 81301)",603100,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(CYFLUFENAMID = 555550)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(CYPRODINIL = 288202)",30300,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(DIFENOCONAZOLE = 128847)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(FENHEXAMID = 90209)",8600,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(FLUDIOXONIL = 71503)",22400,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(FLUOPYRAM = 80302)",14600,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(FLUXAPYROXAD = 138009)",7100,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(FOSETYL-AL = 123301)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(ISOFETAMID = 270000)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(MEFENOXAM = 113502)",7200,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(MYCLOBUTANIL = 128857)",10800,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(PENTHIOPYRAD = 90112)",4000,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(POLYOXIN D ZINC SALT = 230000)",3300,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(PROPICONAZOLE = 122101)",2300,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(PYDIFLUMETOFEN = 90110)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(PYRACLOSTROBIN = 99100)",10600,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(PYRIMETHANIL = 288201)",8300,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(QUINOLINE = 55459)",3600,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(SULFUR = 77501)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(TETRACONAZOLE = 120603)",1300,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(THIOPHANATE-METHYL = 102001)",10600,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(THIRAM = 79801)",269500,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(TOTAL)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(TRIFLOXYSTROBIN = 129112)",14600,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, FUNGICIDE","CHEMICAL","FUNGICIDE","(TRIFLUMIZOLE = 128879)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL","HERBICIDE","(CARFENTRAZONE-ETHYL = 128712)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL","HERBICIDE","(FLUMIOXAZIN = 129034)",3900,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL","HERBICIDE","(OXYFLUORFEN = 111601)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL","HERBICIDE","(PENDIMETHALIN = 108501)",71400,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE","CHEMICAL","HERBICIDE","(TOTAL)",89700,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(ABAMECTIN = 122804)",300,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(ACEQUINOCYL = 6329)",12800,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(ACETAMIPRID = 99050)",3300,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(AZADIRACHTIN = 121701)",2800,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(BEAUVERIA BASSIANA = 128924)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(BIFENAZATE = 586)",28700,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(BIFENTHRIN = 128825)",4600,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(BT KURSTAK ABTS-1857 = 6523)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(BT KURSTAKI ABTS-351 = 6522)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(BT KURSTAKI SA-11 = 6519)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(CANOLA OIL = 11332)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(CHLORANTRANILIPROLE = 90100)",2000,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(CYANTRANILIPROLE = 90098)",1700,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(CYFLUMETOFEN = 138831)",7600,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(ETOXAZOLE = 107091)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(FENBUTATIN-OXIDE = 104601)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(FENPROPATHRIN = 127901)",6600,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(FENPYROXIMATE = 129131)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(FLONICAMID = 128016)",6200,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(FLUPYRADIFURONE = 122304)",5000,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(HEXYTHIAZOX = 128849)",5400,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(IMIDACLOPRID = 129099)",3100,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(LAMBDA-CYHALOTHRIN = 128897)",NA,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(MALATHION = 57701)",19400,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(METHOXYFENOZIDE = 121027)",7900,""
"SURVEY",2023,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES","STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB","CHEMICAL, INSECTICIDE","CHEMICAL","INSECTICIDE","(NALED = 34401)",NA,""
